province,type_zone,nom_etablissement,type_etablissement,nb_eleves,mois_depuis_derniere_visite,theme,saison,jour,distance_km,budget_mad,risque_logistique,score_engagement
Kenitra,Mixte,Lycée Ibn Tahir,Lycée,780,4,Robotique & Arduino,Hiver,Dimanche,110,959.66,Faible,77
Rabat,Urbaine,CPGE Descartes Rabat,CPGE,254,16,Robotique & Arduino,Automne,Lundi,13,124.23,Faible,70
Marrakech,Urbaine,Lycée Ibn Abbad,Lycée,971,2,Initiation Python,Hiver,Lundi,24,216.85,Faible,39
Agadir-Ida-Ou-Tanane,Urbaine,Lycée Al Imam Malik,Lycée,1012,18,Robotique & Arduino,Ete,Mardi,14,142.15,Faible,51
Settat,Mixte,Lycée Allal Al Fassi,Lycée,879,8,Intelligence Artificielle MVP,Automne,Samedi,109,969.58,Faible,71
Taroudant,Mixte,Lycée Mohammed V Taroudant,Lycée,714,7,Creation de Jeux Scratch,Ete,Vendredi,83,784.36,Faible,48
Tanger-Assilah,Urbaine,Lycée Technique Tanger,Lycée Technique,825,4,Robotique & Arduino,Printemps,Mardi,44,448.81,Faible,63
Al Hoceima,Rurale,Lycée Mohammed V,Lycée,575,17,Creation de Jeux Scratch,Automne,Dimanche,302,3193.73,Faible,87
Fes,Urbaine,CPGE Al Khansaa,CPGE,185,5,Creation de Jeux Scratch,Ete,Dimanche,20,232.83,Faible,46
Azilal,Rurale,Lycée Ouzoud,Lycée,390,14,Creation de Jeux Scratch,Printemps,Samedi,270,3195.2,Faible,82
Safi,Mixte,Lycée Zerktouni,Lycée,674,24,Robotique & Arduino,Ete,Vendredi,96,840.51,Faible,68
Kenitra,Mixte,Lycée Technique Kenitra,Lycée Technique,541,18,Creation de Jeux Scratch,Printemps,Mardi,141,1664.69,Faible,70
Tinghir,Rurale,Lycée Salah Eddine Al Ayoubi,Lycée,353,23,Intelligence Artificielle MVP,Hiver,Mardi,329,4937.7,Eleve,74
Midelt,Rurale,Lycée Moulay Ali Cherif,Lycée,445,8,Intelligence Artificielle MVP,Automne,Mercredi,342,2807.55,Faible,77
Al Hoceima,Rurale,Lycée Bayed Moulay,Lycée,416,23,Creation de Jeux Scratch,Printemps,Lundi,205,2062.66,Faible,69
Taroudant,Mixte,Lycée Mohammed V Taroudant,Lycée,648,14,Intelligence Artificielle MVP,Automne,Mardi,62,673.73,Faible,81
Safi,Mixte,Lycée Moulay Ismail,Lycée,585,15,Robotique & Arduino,Ete,Mercredi,121,1316.34,Faible,60
Chefchaouen,Rurale,Lycée Ibn Khaldoun,Lycée,455,13,Intelligence Artificielle MVP,Hiver,Mercredi,286,4743.98,Eleve,71
Tanger-Assilah,Urbaine,Lycée Technique Tanger,Lycée Technique,745,0,Initiation Python,Printemps,Mardi,48,574.77,Faible,52
Agadir-Ida-Ou-Tanane,Urbaine,Lycée Moulay Abdellah Agadir,Lycée,864,6,Intelligence Artificielle MVP,Ete,Samedi,43,349.05,Faible,53
Rabat,Urbaine,Lycée Moulay Youssef,Lycée,1009,15,Initiation Python,Hiver,Mardi,47,439.34,Faible,75
Tanger-Assilah,Urbaine,Lycée Ibn Al Khatib Tanger,Lycée,996,24,Initiation Python,Printemps,Mardi,28,283.58,Faible,73
Settat,Mixte,Collège Al Wahda,Collège,956,11,Intelligence Artificielle MVP,Ete,Mardi,129,1527.02,Faible,50
Fes,Urbaine,CPGE Al Khansaa,CPGE,232,18,Initiation Python,Printemps,Samedi,25,227.24,Faible,74
Settat,Mixte,Lycée Allal Al Fassi,Lycée,878,3,Initiation Python,Hiver,Mercredi,75,637.73,Faible,69
Marrakech,Urbaine,Lycée Ibn Abbad,Lycée,973,9,Intelligence Artificielle MVP,Automne,Mardi,31,347.13,Faible,71
Kenitra,Mixte,Lycée Abdelmalek Essaadi,Lycée,763,3,Creation de Jeux Scratch,Hiver,Samedi,141,1666.06,Faible,71
Beni Mellal,Mixte,Lycée Ibn Sina,Lycée,682,1,Initiation Python,Hiver,Mardi,63,747.99,Faible,53
Rabat,Urbaine,Lycée Lalla Aicha,Lycée,895,23,Creation de Jeux Scratch,Ete,Jeudi,43,362.33,Faible,39
Kenitra,Mixte,Lycée Technique Kenitra,Lycée Technique,596,22,Robotique & Arduino,Printemps,Vendredi,63,668.01,Faible,76
Casablanca,Urbaine,Lycée Al Khawarizmi,Lycée,974,4,Robotique & Arduino,Printemps,Lundi,31,326.31,Faible,59
Chefchaouen,Rurale,Lycée Ibn Khaldoun,Lycée,462,8,Robotique & Arduino,Ete,Lundi,214,1761.99,Moyen,51
Marrakech,Urbaine,Lycée Hassan II Marrakech,Lycée,860,7,Intelligence Artificielle MVP,Automne,Jeudi,14,150.19,Faible,63
Midelt,Rurale,Lycée Moulay Ali Cherif,Lycée,507,12,Intelligence Artificielle MVP,Hiver,Samedi,263,4352.81,Eleve,83
Midelt,Rurale,Collège Ibn Khaldoun,Collège,581,2,Initiation Python,Hiver,Mardi,390,5442.81,Eleve,53
Rabat,Urbaine,Lycée Moulay Youssef,Lycée,1055,2,Robotique & Arduino,Hiver,Mardi,22,207.42,Faible,43
Tinghir,Rurale,Collège Ibn Sina,Collège,652,6,Robotique & Arduino,Hiver,Dimanche,415,7085.97,Eleve,86
Casablanca,Urbaine,Lycée Al Khawarizmi,Lycée,950,0,Initiation Python,Automne,Jeudi,23,228.06,Faible,51
Midelt,Rurale,Collège Ibn Khaldoun,Collège,571,3,Initiation Python,Hiver,Mercredi,413,6339.76,Eleve,64
Azilal,Rurale,Lycée Ouzoud,Lycée,483,1,Initiation Python,Printemps,Jeudi,241,2597.63,Faible,59
Agadir-Ida-Ou-Tanane,Urbaine,Lycée Moulay Abdellah Agadir,Lycée,831,9,Creation de Jeux Scratch,Automne,Dimanche,21,168.98,Faible,63
Fes,Urbaine,Lycée Moulay Idriss,Lycée,1078,16,Intelligence Artificielle MVP,Hiver,Jeudi,29,309.51,Faible,68
Casablanca,Urbaine,Lycée Al Khawarizmi,Lycée,987,19,Intelligence Artificielle MVP,Printemps,Lundi,34,293.76,Faible,68
Zagora,Rurale,Collège Al Massira,Collège,580,15,Robotique & Arduino,Printemps,Mardi,249,2608.49,Faible,90
Midelt,Rurale,Lycée Moulay Ali Cherif,Lycée,505,4,Robotique & Arduino,Automne,Jeudi,421,3996.02,Moyen,78
Midelt,Rurale,Lycée Moulay Ali Cherif,Lycée,513,4,Creation de Jeux Scratch,Hiver,Samedi,231,3547.93,Eleve,67
Chefchaouen,Rurale,Collège Al Houria,Collège,627,19,Robotique & Arduino,Hiver,Lundi,269,2884.15,Moyen,81
Safi,Mixte,Lycée Moulay Ismail,Lycée,603,19,Robotique & Arduino,Ete,Mardi,117,1132.63,Faible,60
Azilal,Rurale,Lycée Technique Azilal,Lycée Technique,343,7,Creation de Jeux Scratch,Automne,Samedi,432,3571.96,Faible,80
Azilal,Rurale,Lycée Ouzoud,Lycée,460,5,Creation de Jeux Scratch,Automne,Jeudi,169,1675.26,Moyen,60
Beni Mellal,Mixte,CPGE Beni Mellal,CPGE,212,19,Intelligence Artificielle MVP,Hiver,Samedi,109,981.64,Faible,79
Chefchaouen,Rurale,Collège Al Houria,Collège,570,22,Robotique & Arduino,Ete,Samedi,384,4232.18,Moyen,78
Fes,Urbaine,Lycée Moulay Idriss,Lycée,998,17,Intelligence Artificielle MVP,Hiver,Dimanche,16,155.81,Faible,76
Beni Mellal,Mixte,CPGE Beni Mellal,CPGE,190,8,Intelligence Artificielle MVP,Ete,Jeudi,62,534.97,Faible,57
Tata,Rurale,Lycée Hassan Ier,Lycée,283,22,Creation de Jeux Scratch,Printemps,Jeudi,163,1367.53,Moyen,72
Al Hoceima,Rurale,Lycée Bayed Moulay,Lycée,399,6,Creation de Jeux Scratch,Ete,Samedi,287,2598.51,Faible,65
Safi,Mixte,Lycée Zerktouni,Lycée,738,12,Creation de Jeux Scratch,Printemps,Mardi,129,1365.1,Faible,67
Tata,Rurale,Lycée Hassan Ier,Lycée,320,24,Creation de Jeux Scratch,Ete,Mardi,447,4993.49,Moyen,68
Taroudant,Mixte,Lycée Ibn Soulaiman Roudani,Lycée,527,17,Creation de Jeux Scratch,Ete,Dimanche,129,1335.51,Faible,63
Casablanca,Urbaine,Lycée Mohammed V Casa,Lycée,1136,12,Robotique & Arduino,Automne,Mercredi,20,175.36,Faible,67
Casablanca,Urbaine,Lycée Moulay Abdellah,Lycée,1194,14,Robotique & Arduino,Ete,Mercredi,29,266.18,Faible,52
Al Hoceima,Rurale,Lycée Bayed Moulay,Lycée,389,9,Intelligence Artificielle MVP,Printemps,Vendredi,345,3126.74,Moyen,67
Al Hoceima,Rurale,Lycée Bayed Moulay,Lycée,406,3,Intelligence Artificielle MVP,Automne,Mercredi,443,4346.81,Moyen,64
Taroudant,Mixte,Collège Al Majd,Collège,790,16,Initiation Python,Hiver,Lundi,57,563.86,Faible,68
Beni Mellal,Mixte,Lycée Ibn Sina,Lycée,746,16,Initiation Python,Hiver,Dimanche,74,666.63,Faible,84
Agadir-Ida-Ou-Tanane,Urbaine,Lycée Moulay Abdellah Agadir,Lycée,908,7,Robotique & Arduino,Printemps,Lundi,20,171.04,Faible,63
Safi,Mixte,Lycée Moulay Ismail,Lycée,636,16,Robotique & Arduino,Printemps,Dimanche,127,1374.05,Faible,88
Taroudant,Mixte,Lycée Mohammed V Taroudant,Lycée,639,1,Intelligence Artificielle MVP,Ete,Lundi,126,1505.59,Faible,42
Azilal,Rurale,Lycée Technique Azilal,Lycée Technique,312,23,Robotique & Arduino,Hiver,Mercredi,327,4458.47,Eleve,78
Tinghir,Rurale,Collège Ibn Sina,Collège,680,16,Robotique & Arduino,Automne,Samedi,285,2619.77,Faible,93
Safi,Mixte,Lycée Zerktouni,Lycée,682,14,Initiation Python,Hiver,Mardi,85,893.52,Faible,70
Al Hoceima,Rurale,Lycée Bayed Moulay,Lycée,447,21,Creation de Jeux Scratch,Hiver,Vendredi,290,4447.42,Eleve,71
Tanger-Assilah,Urbaine,Lycée Technique Tanger,Lycée Technique,772,21,Intelligence Artificielle MVP,Hiver,Vendredi,50,473.02,Faible,73
Settat,Mixte,Collège Al Wahda,Collège,917,17,Initiation Python,Ete,Vendredi,76,624.47,Faible,67
Rabat,Urbaine,Lycée Moulay Youssef,Lycée,1078,17,Initiation Python,Automne,Jeudi,42,498.28,Faible,63
Fes,Urbaine,Lycée Moulay Idriss,Lycée,1008,8,Initiation Python,Ete,Jeudi,47,507.15,Faible,49
Chefchaouen,Rurale,Collège Al Houria,Collège,564,8,Creation de Jeux Scratch,Automne,Dimanche,212,1973.29,Moyen,86
Midelt,Rurale,Lycée Moulay Ali Cherif,Lycée,447,4,Initiation Python,Printemps,Jeudi,385,3803.84,Moyen,71
Tata,Rurale,Lycée Hassan Ier,Lycée,305,21,Robotique & Arduino,Ete,Samedi,263,2401.81,Moyen,66
Al Hoceima,Rurale,Lycée Bayed Moulay,Lycée,451,6,Creation de Jeux Scratch,Ete,Samedi,428,4793.98,Moyen,60
Tinghir,Rurale,Lycée Bamou,Lycée,489,13,Creation de Jeux Scratch,Ete,Samedi,265,3084.24,Moyen,66
Fes,Urbaine,Lycée Ibn Al Khatib,Lycée,871,15,Initiation Python,Automne,Lundi,13,129.01,Faible,62
Taroudant,Mixte,Collège Al Majd,Collège,773,11,Intelligence Artificielle MVP,Printemps,Dimanche,80,765.96,Faible,73
Fes,Urbaine,Lycée Ibn Al Khatib,Lycée,920,3,Initiation Python,Printemps,Samedi,13,104.37,Faible,57
Tanger-Assilah,Urbaine,Lycée Moulay Abdelaziz,Lycée,917,9,Creation de Jeux Scratch,Automne,Vendredi,16,161.25,Faible,61
Kenitra,Mixte,Lycée Ibn Tahir,Lycée,844,4,Creation de Jeux Scratch,Printemps,Lundi,74,879.45,Faible,60
Beni Mellal,Mixte,CPGE Beni Mellal,CPGE,156,18,Intelligence Artificielle MVP,Printemps,Mercredi,93,1003.18,Faible,87
Fes,Urbaine,Lycée Moulay Idriss,Lycée,1029,1,Initiation Python,Ete,Dimanche,26,264.68,Faible,33
Zagora,Rurale,Lycée Hassan II,Lycée,412,17,Creation de Jeux Scratch,Ete,Mardi,222,1798.1,Faible,66
Beni Mellal,Mixte,Lycée Ibn Sina,Lycée,700,19,Robotique & Arduino,Printemps,Mardi,140,1143.48,Faible,81
Taroudant,Mixte,Lycée Ibn Soulaiman Roudani,Lycée,569,19,Robotique & Arduino,Hiver,Mardi,62,668.7,Faible,75
Midelt,Rurale,Lycée Moulay Ali Cherif,Lycée,457,17,Robotique & Arduino,Hiver,Vendredi,434,5871.61,Eleve,74
Azilal,Rurale,Lycée Ouzoud,Lycée,469,22,Intelligence Artificielle MVP,Ete,Jeudi,280,2353.14,Moyen,56
Al Hoceima,Rurale,Lycée Bayed Moulay,Lycée,416,19,Creation de Jeux Scratch,Hiver,Lundi,189,2855.95,Eleve,71
Agadir-Ida-Ou-Tanane,Urbaine,Lycée Moulay Abdellah Agadir,Lycée,890,20,Creation de Jeux Scratch,Ete,Lundi,31,312.64,Faible,39
Al Hoceima,Rurale,Lycée Mohammed V,Lycée,576,20,Initiation Python,Ete,Dimanche,435,3702.08,Moyen,68
Beni Mellal,Mixte,Lycée Ibn Sina,Lycée,687,17,Initiation Python,Automne,Mardi,148,1323.25,Faible,66
Midelt,Rurale,Lycée Moulay Ali Cherif,Lycée,527,8,Intelligence Artificielle MVP,Printemps,Dimanche,330,3333.26,Moyen,78
Al Hoceima,Rurale,Lycée Bayed Moulay,Lycée,414,1,Intelligence Artificielle MVP,Printemps,Jeudi,393,4181.55,Moyen,60
Midelt,Rurale,Lycée Moulay Ali Cherif,Lycée,468,12,Intelligence Artificielle MVP,Ete,Lundi,318,2866.52,Moyen,63
Kenitra,Mixte,Lycée Ibn Tahir,Lycée,795,13,Creation de Jeux Scratch,Ete,Vendredi,85,981.74,Faible,59
Settat,Mixte,Lycée Allal Al Fassi,Lycée,855,12,Initiation Python,Printemps,Jeudi,57,558.95,Faible,82
Tinghir,Rurale,Lycée Bamou,Lycée,555,18,Creation de Jeux Scratch,Automne,Mardi,293,3141.1,Moyen,70
Fes,Urbaine,CPGE Al Khansaa,CPGE,265,21,Creation de Jeux Scratch,Printemps,Lundi,14,126.62,Faible,59
Tanger-Assilah,Urbaine,Lycée Technique Tanger,Lycée Technique,817,7,Initiation Python,Automne,Mardi,26,292.92,Faible,73
Casablanca,Urbaine,Lycée Mohammed V Casa,Lycée,1113,13,Intelligence Artificielle MVP,Hiver,Dimanche,23,193.02,Faible,66
Chefchaouen,Rurale,Lycée Ibn Khaldoun,Lycée,483,8,Creation de Jeux Scratch,Hiver,Dimanche,443,7366.05,Eleve,78
Al Hoceima,Rurale,Lycée Mohammed V,Lycée,568,0,Initiation Python,Printemps,Samedi,188,2089.1,Moyen,64
Al Hoceima,Rurale,Lycée Bayed Moulay,Lycée,407,1,Intelligence Artificielle MVP,Automne,Lundi,340,3525.11,Faible,56
Settat,Mixte,Collège Al Wahda,Collège,868,7,Intelligence Artificielle MVP,Hiver,Vendredi,58,687.41,Faible,78
Fes,Urbaine,Lycée Moulay Idriss,Lycée,1023,19,Creation de Jeux Scratch,Hiver,Samedi,38,343.62,Faible,61
Rabat,Urbaine,Lycée Moulay Youssef,Lycée,1008,12,Robotique & Arduino,Automne,Samedi,15,146.27,Faible,75
Taroudant,Mixte,Lycée Ibn Soulaiman Roudani,Lycée,556,8,Robotique & Arduino,Automne,Mercredi,52,589.05,Faible,67
Chefchaouen,Rurale,Collège Al Houria,Collège,560,18,Initiation Python,Printemps,Dimanche,208,2190.88,Moyen,82
Tanger-Assilah,Urbaine,Lycée Moulay Abdelaziz,Lycée,951,24,Initiation Python,Automne,Mardi,34,388.23,Faible,75
Casablanca,Urbaine,Lycée Mohammed V Casa,Lycée,1110,17,Creation de Jeux Scratch,Automne,Jeudi,41,477.21,Faible,62
Fes,Urbaine,Lycée Ibn Al Khatib,Lycée,839,20,Intelligence Artificielle MVP,Hiver,Mardi,19,169.53,Faible,72
Agadir-Ida-Ou-Tanane,Urbaine,Lycée Moulay Abdellah Agadir,Lycée,847,4,Creation de Jeux Scratch,Hiver,Vendredi,19,175.19,Faible,55
Casablanca,Urbaine,Lycée Al Khawarizmi,Lycée,970,0,Creation de Jeux Scratch,Ete,Dimanche,26,212.49,Faible,26
Kenitra,Mixte,Lycée Abdelmalek Essaadi,Lycée,697,14,Initiation Python,Automne,Dimanche,86,744.41,Faible,77
Kenitra,Mixte,Lycée Abdelmalek Essaadi,Lycée,755,13,Creation de Jeux Scratch,Ete,Mardi,92,907.46,Faible,62
Tinghir,Rurale,Lycée Salah Eddine Al Ayoubi,Lycée,372,10,Initiation Python,Automne,Vendredi,268,2508.24,Faible,78
Midelt,Rurale,Collège Ibn Khaldoun,Collège,600,13,Initiation Python,Hiver,Jeudi,195,3425.82,Eleve,75
Agadir-Ida-Ou-Tanane,Urbaine,Lycée Moulay Abdellah Agadir,Lycée,842,13,Creation de Jeux Scratch,Hiver,Mardi,47,547.69,Faible,56
Marrakech,Urbaine,Lycée Hassan II Marrakech,Lycée,922,3,Creation de Jeux Scratch,Hiver,Jeudi,44,398.05,Faible,44
Casablanca,Urbaine,Lycée Mohammed V Casa,Lycée,1145,4,Initiation Python,Automne,Dimanche,14,112.73,Faible,69
Taroudant,Mixte,Collège Al Majd,Collège,780,2,Initiation Python,Printemps,Lundi,50,463.81,Faible,46
Al Hoceima,Rurale,Lycée Bayed Moulay,Lycée,373,6,Intelligence Artificielle MVP,Printemps,Lundi,410,3770.13,Faible,65
Tata,Rurale,Collège Ibn Batouta,Collège,482,11,Robotique & Arduino,Ete,Lundi,346,2804.59,Moyen,53
Azilal,Rurale,Lycée Ouzoud,Lycée,393,5,Robotique & Arduino,Printemps,Samedi,400,4604.66,Moyen,73
Agadir-Ida-Ou-Tanane,Urbaine,Lycée Al Imam Malik,Lycée,988,6,Creation de Jeux Scratch,Ete,Vendredi,40,333.05,Faible,48
Fes,Urbaine,Lycée Moulay Idriss,Lycée,1072,9,Creation de Jeux Scratch,Ete,Lundi,24,195.51,Faible,43
Zagora,Rurale,Collège Al Massira,Collège,547,7,Robotique & Arduino,Printemps,Dimanche,416,3339.73,Moyen,84
Chefchaouen,Rurale,Collège Al Houria,Collège,626,19,Robotique & Arduino,Hiver,Lundi,369,5025.2,Eleve,74
Tinghir,Rurale,Lycée Salah Eddine Al Ayoubi,Lycée,346,4,Creation de Jeux Scratch,Hiver,Dimanche,258,3490.83,Eleve,71
Tinghir,Rurale,Lycée Salah Eddine Al Ayoubi,Lycée,388,23,Intelligence Artificielle MVP,Ete,Jeudi,318,2680.07,Moyen,60
Agadir-Ida-Ou-Tanane,Urbaine,Lycée Al Imam Malik,Lycée,990,21,Intelligence Artificielle MVP,Hiver,Vendredi,11,110.47,Faible,61
Taroudant,Mixte,Collège Al Majd,Collège,829,21,Initiation Python,Hiver,Mardi,120,1331.93,Faible,82
Kenitra,Mixte,Lycée Ibn Tahir,Lycée,829,3,Creation de Jeux Scratch,Ete,Samedi,115,933.4,Faible,55
Al Hoceima,Rurale,Lycée Mohammed V,Lycée,592,1,Robotique & Arduino,Hiver,Dimanche,289,4099.31,Eleve,76
Al Hoceima,Rurale,Lycée Bayed Moulay,Lycée,398,18,Initiation Python,Ete,Samedi,319,3345.25,Faible,59
Kenitra,Mixte,Lycée Technique Kenitra,Lycée Technique,550,18,Intelligence Artificielle MVP,Hiver,Vendredi,126,1399.43,Faible,75
Tata,Rurale,Collège Ibn Batouta,Collège,508,16,Creation de Jeux Scratch,Printemps,Mercredi,404,3774.59,Moyen,79
Zagora,Rurale,Collège Al Massira,Collège,485,22,Creation de Jeux Scratch,Automne,Lundi,302,2897.26,Moyen,76
Marrakech,Urbaine,Lycée Ibn Abbad,Lycée,970,6,Creation de Jeux Scratch,Hiver,Dimanche,45,360.48,Faible,53
Agadir-Ida-Ou-Tanane,Urbaine,Lycée Moulay Abdellah Agadir,Lycée,831,3,Robotique & Arduino,Automne,Mercredi,49,429.85,Faible,62
Zagora,Rurale,Collège Al Massira,Collège,574,2,Initiation Python,Automne,Jeudi,439,5119.63,Faible,59
Tanger-Assilah,Urbaine,Lycée Moulay Abdelaziz,Lycée,924,9,Initiation Python,Printemps,Vendredi,33,272.32,Faible,62
Kenitra,Mixte,Lycée Technique Kenitra,Lycée Technique,558,16,Robotique & Arduino,Printemps,Dimanche,125,1287.64,Faible,81
Azilal,Rurale,Lycée Technique Azilal,Lycée Technique,273,21,Robotique & Arduino,Ete,Vendredi,205,1654.4,Faible,74
Al Hoceima,Rurale,Lycée Bayed Moulay,Lycée,469,16,Initiation Python,Automne,Vendredi,348,4149.0,Moyen,72
Azilal,Rurale,Lycée Technique Azilal,Lycée Technique,299,23,Robotique & Arduino,Hiver,Mercredi,256,4492.65,Eleve,89
Casablanca,Urbaine,Lycée Al Khawarizmi,Lycée,976,22,Robotique & Arduino,Hiver,Samedi,28,249.78,Faible,79
Zagora,Rurale,Collège Al Massira,Collège,566,12,Intelligence Artificielle MVP,Printemps,Dimanche,440,4208.53,Moyen,83
Tinghir,Rurale,Lycée Salah Eddine Al Ayoubi,Lycée,418,17,Initiation Python,Printemps,Lundi,155,1280.43,Moyen,65
Rabat,Urbaine,Lycée Moulay Youssef,Lycée,1027,0,Intelligence Artificielle MVP,Ete,Samedi,24,238.59,Faible,47
Agadir-Ida-Ou-Tanane,Urbaine,Lycée Al Imam Malik,Lycée,1040,21,Creation de Jeux Scratch,Printemps,Samedi,40,384.15,Faible,57
Settat,Mixte,Collège Al Wahda,Collège,892,11,Creation de Jeux Scratch,Ete,Dimanche,95,1026.77,Faible,55
Al Hoceima,Rurale,Lycée Bayed Moulay,Lycée,404,23,Intelligence Artificielle MVP,Printemps,Samedi,389,4300.77,Faible,76
Taroudant,Mixte,Lycée Mohammed V Taroudant,Lycée,700,15,Robotique & Arduino,Automne,Mercredi,62,566.99,Faible,74
Settat,Mixte,Lycée Allal Al Fassi,Lycée,898,22,Robotique & Arduino,Automne,Mardi,98,985.35,Faible,83
Safi,Mixte,Lycée Zerktouni,Lycée,747,15,Initiation Python,Automne,Jeudi,138,1133.79,Faible,75
Al Hoceima,Rurale,Lycée Bayed Moulay,Lycée,437,21,Initiation Python,Automne,Vendredi,167,1625.84,Faible,81
Agadir-Ida-Ou-Tanane,Urbaine,Lycée Al Imam Malik,Lycée,940,10,Robotique & Arduino,Ete,Vendredi,10,93.08,Faible,51
Beni Mellal,Mixte,Lycée Ibn Sina,Lycée,743,21,Creation de Jeux Scratch,Hiver,Dimanche,82,699.87,Faible,84
Chefchaouen,Rurale,Collège Al Houria,Collège,568,1,Intelligence Artificielle MVP,Hiver,Samedi,329,5385.92,Eleve,59
Safi,Mixte,Lycée Moulay Ismail,Lycée,654,3,Creation de Jeux Scratch,Ete,Mercredi,132,1501.75,Faible,43
Beni Mellal,Mixte,Lycée Ibn Sina,Lycée,713,14,Initiation Python,Automne,Samedi,73,615.62,Faible,74
Taroudant,Mixte,Collège Al Majd,Collège,824,24,Creation de Jeux Scratch,Printemps,Mercredi,113,1274.11,Faible,83
Azilal,Rurale,Collège Demnate,Collège,573,19,Intelligence Artificielle MVP,Hiver,Mardi,315,5485.2,Eleve,76
Settat,Mixte,Lycée Allal Al Fassi,Lycée,867,14,Initiation Python,Printemps,Vendredi,72,616.0,Faible,80
Tanger-Assilah,Urbaine,Lycée Ibn Al Khatib Tanger,Lycée,998,9,Robotique & Arduino,Automne,Dimanche,26,263.87,Faible,72
Beni Mellal,Mixte,CPGE Beni Mellal,CPGE,241,5,Intelligence Artificielle MVP,Ete,Vendredi,107,960.99,Faible,53
Tanger-Assilah,Urbaine,Lycée Technique Tanger,Lycée Technique,733,13,Robotique & Arduino,Ete,Vendredi,16,155.49,Faible,56
Fes,Urbaine,CPGE Al Khansaa,CPGE,250,11,Initiation Python,Ete,Dimanche,43,510.95,Faible,49
Settat,Mixte,Lycée Allal Al Fassi,Lycée,818,17,Intelligence Artificielle MVP,Printemps,Vendredi,59,546.69,Faible,84
Chefchaouen,Rurale,Collège Al Houria,Collège,629,7,Initiation Python,Ete,Mercredi,167,1643.73,Faible,65
Al Hoceima,Rurale,Lycée Mohammed V,Lycée,570,20,Initiation Python,Automne,Mercredi,439,3585.77,Moyen,77
Tinghir,Rurale,Lycée Bamou,Lycée,521,16,Creation de Jeux Scratch,Printemps,Mardi,168,1994.58,Faible,78
Settat,Mixte,Lycée Allal Al Fassi,Lycée,855,17,Creation de Jeux Scratch,Hiver,Lundi,145,1220.26,Faible,72
Tanger-Assilah,Urbaine,Lycée Ibn Al Khatib Tanger,Lycée,1053,16,Initiation Python,Hiver,Mardi,20,176.59,Faible,71
Tata,Rurale,Collège Ibn Batouta,Collège,479,19,Initiation Python,Automne,Dimanche,341,3638.81,Moyen,76
Kenitra,Mixte,Lycée Technique Kenitra,Lycée Technique,565,4,Initiation Python,Ete,Lundi,74,702.37,Faible,44
Safi,Mixte,Lycée Moulay Ismail,Lycée,580,24,Intelligence Artificielle MVP,Ete,Mercredi,53,506.8,Faible,52
Midelt,Rurale,Collège Ibn Khaldoun,Collège,577,20,Robotique & Arduino,Automne,Mardi,277,2701.83,Moyen,83
Beni Mellal,Mixte,Lycée Hassan II Beni Mellal,Lycée,642,8,Initiation Python,Automne,Samedi,81,760.98,Faible,80
Tanger-Assilah,Urbaine,Lycée Ibn Al Khatib Tanger,Lycée,1044,10,Initiation Python,Automne,Samedi,34,286.48,Faible,65
Kenitra,Mixte,Lycée Abdelmalek Essaadi,Lycée,760,7,Robotique & Arduino,Hiver,Mercredi,60,579.68,Faible,74
Chefchaouen,Rurale,Lycée Ibn Khaldoun,Lycée,511,16,Creation de Jeux Scratch,Printemps,Mardi,179,1801.22,Moyen,82
Chefchaouen,Rurale,Lycée Ibn Khaldoun,Lycée,428,15,Initiation Python,Automne,Vendredi,426,4304.38,Faible,72
Azilal,Rurale,Lycée Technique Azilal,Lycée Technique,296,9,Robotique & Arduino,Automne,Mardi,321,3688.58,Faible,87
Settat,Mixte,Lycée Allal Al Fassi,Lycée,829,14,Robotique & Arduino,Automne,Mercredi,125,1031.2,Faible,87
Al Hoceima,Rurale,Lycée Mohammed V,Lycée,520,21,Intelligence Artificielle MVP,Printemps,Mercredi,378,4442.11,Moyen,77
Kenitra,Mixte,Lycée Abdelmalek Essaadi,Lycée,738,3,Robotique & Arduino,Automne,Samedi,130,1153.13,Faible,68
Safi,Mixte,Lycée Moulay Ismail,Lycée,580,9,Initiation Python,Hiver,Lundi,96,1029.13,Faible,60
Beni Mellal,Mixte,Lycée Ibn Sina,Lycée,753,7,Creation de Jeux Scratch,Hiver,Mercredi,95,1118.36,Faible,63
Tinghir,Rurale,Lycée Bamou,Lycée,530,24,Initiation Python,Automne,Jeudi,354,4003.71,Moyen,74
Tinghir,Rurale,Lycée Bamou,Lycée,530,21,Creation de Jeux Scratch,Hiver,Vendredi,199,3287.71,Eleve,73
Al Hoceima,Rurale,Lycée Bayed Moulay,Lycée,392,22,Initiation Python,Automne,Dimanche,243,2720.43,Moyen,81
Rabat,Urbaine,CPGE Descartes Rabat,CPGE,206,24,Intelligence Artificielle MVP,Ete,Lundi,33,338.35,Faible,54
Fes,Urbaine,Lycée Ibn Al Khatib,Lycée,905,3,Intelligence Artificielle MVP,Printemps,Samedi,44,485.94,Faible,63
Casablanca,Urbaine,Lycée technique Ain Sebaa,Lycée Technique,928,19,Initiation Python,Printemps,Mercredi,38,364.69,Faible,78
